"date","max_temperature_f","mean_temperature_f","min_temperature_f","max_visibility_miles","mean_visibility_miles","min_visibility_miles","max_wind_Speed_mph","mean_wind_speed_mph","max_gust_speed_mph","precipitation_inches","cloud_cover","events","zip_code","city"
"7/17/2014",75,68,62,10,10,10,16,4,22,"0",1,"Rain",94063,"Redwood City"
"7/18/2014",73,66,60,10,10,10,15,3,21,"0",3,"",94063,"Redwood City"
"7/19/2014",75,68,62,10,10,10,13,4,18,"0",5,"",94063,"Redwood City"
"7/20/2014",77,70,62,10,10,10,15,5,21,"0",5,"",94063,"Redwood City"
"7/21/2014",75,70,64,10,10,10,15,4,21,"0",2,"",94063,"Redwood City"
"7/22/2014",75,68,62,10,10,10,16,6,22,"0",3,"",94063,"Redwood City"
"7/23/2014",77,70,62,10,10,10,16,5,20,"0",3,"",94063,"Redwood City"
"7/24/2014",89,74,59,10,10,10,13,4,21,"0",0,"",94063,"Redwood City"
"7/25/2014",93,78,62,10,10,10,15,2,,"0",0,"",94063,"Redwood City"
"7/26/2014",84,73,62,10,10,9,17,4,,"0",1,"",94063,"Redwood City"
"7/27/2014",80,71,62,10,10,10,13,4,,"0",1,"",94063,"Redwood City"
"7/28/2014",78,70,62,10,10,10,14,5,,"0",4,"",94063,"Redwood City"
"7/29/2014",78,69,60,10,10,10,15,5,,"0",1,"",94063,"Redwood City"
"7/30/2014",75,67,59,10,10,10,14,4,,"0",2,"",94063,"Redwood City"
"7/31/2014",73,66,59,10,10,8,9,3,,"0",3,"",94063,"Redwood City"
"8/1/2014",78,68,59,10,10,8,12,3,,"0",1,"",94063,"Redwood City"
"8/2/2014",75,67,59,10,10,9,16,5,,"0",4,"",94063,"Redwood City"
"8/3/2014",71,65,59,10,10,10,14,6,,"0",6,"",94063,"Redwood City"
"8/4/2014",71,65,59,10,10,10,12,6,,"0",6,"",94063,"Redwood City"
"8/5/2014",75,68,62,10,10,10,13,5,18,"0",5,"",94063,"Redwood City"
"8/6/2014",82,72,62,10,10,10,15,5,20,"0",4,"Rain",94063,"Redwood City"
"8/7/2014",75,68,62,10,10,10,14,6,,"0",4,"",94063,"Redwood City"
"8/8/2014",78,68,59,10,10,7,14,4,16,"0",2,"",94063,"Redwood City"
"8/9/2014",71,65,59,10,10,9,22,7,26,"0",3,"",94063,"Redwood City"
"8/10/2014",75,66,57,10,10,10,14,6,16,"0",3,"",94063,"Redwood City"
"8/11/2014",77,68,60,10,10,10,12,4,,"0",4,"",94063,"Redwood City"
"8/12/2014",75,67,59,10,10,10,14,3,,"0",3,"",94063,"Redwood City"
"8/13/2014",78,68,59,10,10,10,15,6,21,"0",3,"",94063,"Redwood City"
"8/14/2014",80,70,60,10,10,10,16,4,20,"0",3,"",94063,"Redwood City"
"8/15/2014",78,69,60,10,10,10,15,4,,"0",3,"",94063,"Redwood City"
"8/16/2014",77,68,60,10,10,10,13,4,,"0",4,"",94063,"Redwood City"
"8/17/2014",80,70,59,10,10,10,13,4,,"0",3,"",94063,"Redwood City"
"8/18/2014",71,65,59,10,10,10,17,5,23,"0",5,"",94063,"Redwood City"
"8/19/2014",75,67,59,10,10,10,17,8,21,"0",5,"",94063,"Redwood City"
"8/20/2014",75,68,62,10,10,10,16,3,21,"0",4,"",94063,"Redwood City"
"8/21/2014",77,68,60,10,10,10,12,3,,"0",3,"",94063,"Redwood City"
"8/22/2014",77,68,60,10,10,10,17,3,25,"0",3,"",94063,"Redwood City"
"8/23/2014",73,66,60,10,10,10,13,4,17,"0",3,"",94063,"Redwood City"
"8/24/2014",75,68,60,10,10,10,14,3,16,"0",4,"",94063,"Redwood City"
"8/25/2014",75,68,60,10,10,10,15,3,20,"0",3,"",94063,"Redwood City"
"8/26/2014",75,67,59,10,10,8,14,3,18,"0",2,"",94063,"Redwood City"
"8/27/2014",82,71,60,10,10,10,14,3,,"0",0,"",94063,"Redwood City"
"8/28/2014",77,68,59,10,10,10,12,4,,"0",2,"",94063,"Redwood City"
"8/29/2014",77,68,60,10,10,10,18,4,23,"0",5,"",94063,"Redwood City"
"8/30/2014",82,72,62,10,10,10,15,4,16,"0",1,"",94063,"Redwood City"
"8/31/2014",82,70,59,10,10,10,13,4,18,"0",0,"",94063,"Redwood City"
"3/1/2014",68,62,55,20,13,10,21,12,25,"0",6,"Rain",94301,"Palo Alto"
"3/2/2014",64,60,55,10,9,7,12,9,,"0",7,"Rain",94301,"Palo Alto"
"3/3/2014",62,56,50,15,13,10,9,6,,"0",7,"Rain",94301,"Palo Alto"
"3/4/2014",66,60,55,20,15,10,12,6,,"0",6,"",94301,"Palo Alto"
"3/5/2014",71,63,55,15,13,10,13,8,,"0",8,"",94301,"Palo Alto"
"3/6/2014",66,60,55,10,9,7,14,7,,"0",4,"",94301,"Palo Alto"
"3/7/2014",69,56,44,20,13,10,14,6,,"0",2,"",94301,"Palo Alto"
"3/8/2014",75,60,46,15,12,10,12,6,,"0",5,"",94301,"Palo Alto"
"3/9/2014",75,65,55,15,12,10,13,5,,"0",6,"",94301,"Palo Alto"
"3/10/2014",69,63,57,20,17,10,17,11,,"0",4,"Rain",94301,"Palo Alto"
"3/11/2014",71,63,55,10,10,10,21,15,,"0",0,"",94301,"Palo Alto"
"3/12/2014",77,67,57,10,10,10,17,12,,"0",0,"",94301,"Palo Alto"
"3/13/2014",78,62,46,20,20,20,16,8,,"0",0,"",94301,"Palo Alto"
"3/14/2014",69,58,46,20,15,10,12,7,,"0",2,"",94301,"Palo Alto"
"3/15/2014",80,63,46,20,17,15,13,7,,"0",0,"",94301,"Palo Alto"
"3/16/2014",73,60,46,15,15,15,21,8,,"0",1,"",94301,"Palo Alto"
"3/17/2014",71,62,53,10,10,10,17,11,,"0",3,"",94301,"Palo Alto"
"3/18/2014",73,60,46,,,,15,6,,"0",0,"",94301,"Palo Alto"
"3/19/2014",75,58,41,10,10,10,13,5,,"0",3,"",94301,"Palo Alto"
"3/20/2014",71,60,50,10,10,10,17,8,,"0",5,"",94301,"Palo Alto"
"3/21/2014",78,60,42,15,10,10,16,7,23,"0",1,"",94301,"Palo Alto"
"3/22/2014",68,57,46,20,13,10,14,8,,"0",0,"",94301,"Palo Alto"
"3/23/2014",66,60,53,20,12,7,12,6,,"0",3,"",94301,"Palo Alto"
"3/24/2014",71,58,44,20,13,7,15,7,,"0",0,"",94301,"Palo Alto"
"3/25/2014",68,56,44,20,11,6,15,8,,"0",6,"Rain",94301,"Palo Alto"
"3/26/2014",62,58,53,15,12,6,17,8,,"0",7,"Rain",94301,"Palo Alto"
"3/27/2014",68,60,51,20,16,10,12,8,,"0",7,"",94301,"Palo Alto"
"3/28/2014",69,60,51,20,17,15,14,10,,"0",6,"",94301,"Palo Alto"
"3/29/2014",64,60,55,10,7,1,16,10,,"0",8,"Rain",94301,"Palo Alto"
"3/30/2014",64,56,48,20,19,15,16,8,,"0",5,"",94301,"Palo Alto"
"3/31/2014",57,52,46,20,12,3,18,12,25,"0",7,"Rain",94301,"Palo Alto"
"4/1/2014",59,52,46,20,12,6,17,10,,"0",7,"Rain",94301,"Palo Alto"
"4/2/2014",62,54,46,20,20,20,14,8,,"0",3,"",94301,"Palo Alto"
"4/3/2014",64,54,44,20,17,10,14,7,,"0",6,"",94301,"Palo Alto"
"4/4/2014",60,56,51,20,10,2,16,10,,"0",6,"Rain",94301,"Palo Alto"
"4/5/2014",68,58,48,15,13,10,18,9,,"0",2,"",94301,"Palo Alto"
"4/6/2014",78,61,44,15,12,10,14,6,,"0",0,"",94301,"Palo Alto"
"4/7/2014",82,66,51,20,20,20,12,6,,"0",0,"",94301,"Palo Alto"
"4/8/2014",82,68,53,15,12,10,18,8,21,"0",4,"",94301,"Palo Alto"
"4/9/2014",69,60,51,15,12,7,14,9,,"0",3,"",94301,"Palo Alto"
"4/10/2014",75,64,53,20,10,5,14,8,,"0",4,"",94301,"Palo Alto"
"4/11/2014",66,60,53,20,11,6,14,7,,"0",7,"",94301,"Palo Alto"
"4/12/2014",66,60,53,20,18,10,17,9,,"0",2,"",94301,"Palo Alto"
"4/13/2014",73,63,53,20,16,10,18,8,,"0",2,"",94301,"Palo Alto"
"4/14/2014",69,62,55,20,13,7,12,7,,"0",4,"",94301,"Palo Alto"
"4/15/2014",68,62,55,15,11,7,17,8,21,"0",2,"",94301,"Palo Alto"
"4/16/2014",77,62,48,15,15,15,18,8,,"0",1,"",94301,"Palo Alto"
"4/17/2014",71,61,51,20,14,8,23,8,,"0",3,"",94301,"Palo Alto"
"4/18/2014",69,62,55,15,15,15,18,9,,"0",3,"",94301,"Palo Alto"
"4/19/2014",71,58,46,15,12,10,16,8,22,"0",2,"",94301,"Palo Alto"
"4/20/2014",78,66,55,15,12,10,15,7,,"0",0,"",94301,"Palo Alto"
"4/21/2014",71,63,55,15,11,10,18,9,,"0",7,"",94301,"Palo Alto"
"4/22/2014",64,58,51,15,15,15,21,16,25,"0",3,"",94301,"Palo Alto"
"4/23/2014",68,58,48,20,15,10,17,9,23,"0",2,"",94301,"Palo Alto"
"4/24/2014",68,60,51,20,14,7,17,11,26,"0",5,"",94301,"Palo Alto"
"4/25/2014",59,55,51,20,12,7,12,9,,"0",7,"Rain",94301,"Palo Alto"
"4/26/2014",62,55,48,15,12,10,21,11,26,"0",5,"",94301,"Palo Alto"
"4/27/2014",68,62,55,20,18,10,18,11,23,"0",4,"",94301,"Palo Alto"
"4/28/2014",75,60,44,20,13,10,18,7,,"0",0,"",94301,"Palo Alto"
"4/29/2014",89,74,60,15,15,15,13,7,,"0",0,"",94301,"Palo Alto"
"4/30/2014",89,79,69,10,10,10,12,6,,"0",2,"",94301,"Palo Alto"
"5/1/2014",87,72,57,,,,18,6,,"0",4,"",94301,"Palo Alto"
"5/2/2014",78,66,53,,,,21,7,,"0",4,"",94301,"Palo Alto"
"5/3/2014",71,63,55,15,14,10,23,13,,"0",5,"",94301,"Palo Alto"
"5/4/2014",71,62,53,20,15,10,16,9,,"0",6,"",94301,"Palo Alto"
"5/5/2014",66,60,55,20,15,10,15,7,23,"0",5,"",94301,"Palo Alto"
"5/6/2014",73,64,55,20,16,10,17,9,26,"0",2,"",94301,"Palo Alto"
"5/7/2014",68,59,50,15,14,10,16,9,25,"0",3,"",94301,"Palo Alto"
"5/8/2014",68,62,55,20,16,10,12,8,,"0",6,"",94301,"Palo Alto"
"5/9/2014",69,64,57,20,15,10,18,12,25,"0",3,"",94301,"Palo Alto"
"5/10/2014",69,61,53,10,10,10,23,12,32,"0",1,"",94301,"Palo Alto"
"5/11/2014",78,64,51,,,,20,12,28,"0",0,"",94301,"Palo Alto"
"5/12/2014",89,68,46,20,18,15,14,5,,"0",0,"",94301,"Palo Alto"
"5/13/2014",95,75,55,,,,10,5,,"0",0,"",94301,"Palo Alto"
"5/14/2014",91,74,57,10,10,10,16,5,,"0",0,"",94301,"Palo Alto"
"5/15/2014",86,72,57,,,,15,4,,"0",4,"",94301,"Palo Alto"
"5/16/2014",77,65,53,,,,16,6,,"0",4,"",94301,"Palo Alto"
"5/17/2014",73,65,57,20,15,10,12,8,,"0",5,"",94301,"Palo Alto"
"5/18/2014",71,66,60,20,20,20,18,12,24,"0",4,"",94301,"Palo Alto"
"5/19/2014",69,64,59,20,14,10,15,10,21,"0",6,"",94301,"Palo Alto"
"5/20/2014",73,66,59,15,14,10,12,7,21,"0",4,"",94301,"Palo Alto"
"5/21/2014",75,65,55,15,14,10,17,9,21,"0",1,"",94301,"Palo Alto"
"5/22/2014",78,68,57,20,16,8,17,8,,"0",3,"",94301,"Palo Alto"
"5/23/2014",69,63,57,10,10,10,18,9,23,"0",5,"",94301,"Palo Alto"
"5/24/2014",71,64,57,15,14,10,18,9,23,"0",1,"",94301,"Palo Alto"
"5/25/2014",80,68,55,20,19,15,17,7,21,"0",1,"",94301,"Palo Alto"
"5/26/2014",84,70,55,20,18,15,16,8,,"0",0,"",94301,"Palo Alto"
"5/27/2014",73,64,55,20,16,15,20,7,22,"0",0,"",94301,"Palo Alto"
"5/28/2014",78,68,59,10,10,10,15,8,,"0",0,"",94301,"Palo Alto"
"5/29/2014",84,68,53,,,,20,5,,"0",0,"",94301,"Palo Alto"
"5/30/2014",68,59,50,10,9,7,21,9,,"0",1,"",94301,"Palo Alto"
"5/31/2014",73,63,53,15,11,10,15,7,,"0",1,"",94301,"Palo Alto"
"6/1/2014",75,67,59,20,13,7,17,8,,"0",1,"",94301,"Palo Alto"
"6/2/2014",71,63,55,15,11,10,16,7,,"0",2,"",94301,"Palo Alto"
"6/3/2014",71,63,55,15,14,10,16,8,,"0",1,"",94301,"Palo Alto"
"6/4/2014",75,66,57,20,12,7,15,7,,"0",2,"",94301,"Palo Alto"
"6/5/2014",73,65,57,20,11,7,15,5,,"0",2,"",94301,"Palo Alto"
"6/6/2014",73,66,59,20,13,5,18,9,,"0",1,"",94301,"Palo Alto"
"6/7/2014",75,67,59,15,10,7,14,7,,"0",2,"",94301,"Palo Alto"
"6/8/2014",86,72,59,20,12,7,16,8,,"0",0,"",94301,"Palo Alto"
"6/9/2014",80,71,62,20,15,10,20,8,,"0",0,"",94301,"Palo Alto"
"6/10/2014",73,66,60,15,12,10,17,9,22,"0",2,"",94301,"Palo Alto"
"6/11/2014",77,68,60,10,10,10,16,8,,"0",0,"",94301,"Palo Alto"
"6/12/2014",91,75,59,20,16,15,17,11,,"0",1,"",94301,"Palo Alto"
"6/13/2014",78,66,55,15,15,15,18,7,,"0",0,"",94301,"Palo Alto"
"6/14/2014",82,70,57,15,14,10,17,7,24,"0",3,"",94301,"Palo Alto"
"6/15/2014",75,66,57,15,12,7,17,8,,"0",4,"",94301,"Palo Alto"
"6/16/2014",69,62,55,15,13,10,14,7,,"0",2,"",94301,"Palo Alto"
"6/17/2014",80,66,53,15,12,10,14,8,,"0",0,"",94301,"Palo Alto"
"6/18/2014",89,72,55,15,13,10,14,7,,"0",0,"",94301,"Palo Alto"
"6/19/2014",73,65,57,20,16,15,18,8,23,"0",1,"",94301,"Palo Alto"
"6/20/2014",82,70,57,20,20,20,18,7,,"0",4,"",94301,"Palo Alto"
"6/21/2014",69,63,57,15,13,10,14,6,,"0",5,"",94301,"Palo Alto"
"6/22/2014",71,65,59,15,14,10,17,9,,"0",0,"",94301,"Palo Alto"
"6/23/2014",77,66,55,20,13,8,18,7,,"0",1,"",94301,"Palo Alto"
"6/24/2014",77,70,62,15,15,15,14,9,23,"0",1,"",94301,"Palo Alto"
"6/25/2014",73,66,59,15,14,10,14,7,,"0",5,"",94301,"Palo Alto"
"6/26/2014",75,68,62,20,12,10,17,9,,"0",3,"",94301,"Palo Alto"
"6/27/2014",77,70,64,15,13,10,23,10,23,"0",2,"",94301,"Palo Alto"
"6/28/2014",78,68,59,20,12,10,14,8,23,"0",1,"",94301,"Palo Alto"
"6/29/2014",82,71,60,20,13,10,14,7,,"0",0,"",94301,"Palo Alto"
"6/30/2014",86,74,62,15,14,10,14,7,,"0",4,"",94301,"Palo Alto"
"7/1/2014",77,70,62,10,8,7,17,8,22,"0",2,"",94301,"Palo Alto"
"7/2/2014",77,70,62,20,16,10,17,9,25,"0",2,"",94301,"Palo Alto"
"7/3/2014",75,66,57,10,10,10,17,8,,"0",0,"",94301,"Palo Alto"
"7/4/2014",73,66,59,10,8,6,17,7,23,"0",1,"",94301,"Palo Alto"
"7/5/2014",77,68,59,10,9,8,16,8,,"0",1,"",94301,"Palo Alto"
"7/6/2014",77,68,59,10,10,8,14,8,,"0",2,"",94301,"Palo Alto"
"7/7/2014",77,68,59,20,15,10,12,7,,"0",6,"",94301,"Palo Alto"
"7/8/2014",75,67,59,15,11,10,17,8,,"0",2,"",94301,"Palo Alto"
"7/9/2014",77,70,62,15,11,10,16,9,,"0",1,"",94301,"Palo Alto"
"7/10/2014",78,69,60,20,15,10,16,7,,"0",1,"",94301,"Palo Alto"
"7/11/2014",75,68,62,20,18,10,18,8,,"0",3,"",94301,"Palo Alto"
"7/12/2014",73,66,60,10,10,10,17,11,23,"0",2,"",94301,"Palo Alto"
"7/13/2014",75,67,59,20,14,10,15,10,,"0",5,"",94301,"Palo Alto"
"7/14/2014",80,74,66,10,10,10,15,7,,"0",5,"",94301,"Palo Alto"
"7/15/2014",78,70,62,15,11,10,17,12,,"0",5,"",94301,"Palo Alto"
"7/16/2014",80,73,66,15,11,10,16,9,23,"0",4,"",94301,"Palo Alto"
"7/17/2014",78,70,62,20,15,10,17,8,,"0",2,"",94301,"Palo Alto"
"7/18/2014",75,70,64,20,12,10,17,9,23,"0",3,"",94301,"Palo Alto"
"7/19/2014",77,70,64,20,15,10,21,9,23,"0",4,"",94301,"Palo Alto"
"7/20/2014",75,70,64,20,15,8,23,11,,"0",6,"",94301,"Palo Alto"
"7/21/2014",78,73,68,20,12,10,18,9,,"0",4,"",94301,"Palo Alto"
"7/22/2014",78,72,66,20,12,10,16,9,,"0",4,"",94301,"Palo Alto"
"7/23/2014",78,70,62,10,10,10,17,9,23,"0",3,"",94301,"Palo Alto"
"7/24/2014",102,84,66,20,17,10,17,7,,"0",1,"",94301,"Palo Alto"
"7/25/2014",93,76,59,10,10,10,18,9,,"0",0,"",94301,"Palo Alto"
"7/26/2014",82,73,64,15,14,10,20,9,,"0",1,"",94301,"Palo Alto"
"7/27/2014",82,74,66,20,12,10,13,9,,"0",4,"",94301,"Palo Alto"
"7/28/2014",78,71,64,20,13,7,15,8,,"0",5,"",94301,"Palo Alto"
"7/29/2014",80,73,66,15,10,7,14,8,,"0",1,"",94301,"Palo Alto"
"7/30/2014",78,70,62,15,10,8,14,10,,"0",2,"",94301,"Palo Alto"
"7/31/2014",77,70,62,20,12,7,15,8,,"0",4,"",94301,"Palo Alto"
"8/1/2014",77,68,59,20,12,7,14,6,,"0",1,"",94301,"Palo Alto"
"8/2/2014",73,68,62,20,11,6,18,8,23,"0",3,"",94301,"Palo Alto"
"8/3/2014",73,68,64,10,10,10,18,10,,"0",6,"",94301,"Palo Alto"
"8/4/2014",77,70,64,10,10,10,18,9,,"0",6,"",94301,"Palo Alto"
"8/5/2014",78,71,64,10,10,10,21,9,24,"0",7,"",94301,"Palo Alto"
"8/6/2014",82,75,66,20,14,10,21,10,,"0",3,"",94301,"Palo Alto"
"8/7/2014",73,68,62,15,11,7,18,10,,"0",2,"",94301,"Palo Alto"
"8/8/2014",75,67,59,10,9,6,17,7,,"0",3,"",94301,"Palo Alto"
"8/9/2014",73,68,60,20,15,10,20,11,,"0",0,"",94301,"Palo Alto"
"8/10/2014",75,68,60,19,11,10,18,9,22,"0",4,"",94301,"Palo Alto"
"8/11/2014",77,70,64,20,12,10,18,9,,"0",2,"",94301,"Palo Alto"
"8/12/2014",77,68,59,20,12,10,18,10,,"0",4,"",94301,"Palo Alto"
"8/13/2014",78,69,60,10,10,10,17,10,24,"0",2,"",94301,"Palo Alto"
"8/14/2014",77,70,64,20,12,10,18,9,,"0",3,"",94301,"Palo Alto"
"8/15/2014",78,70,62,20,11,7,17,9,,"0",2,"",94301,"Palo Alto"
"8/16/2014",78,71,64,20,11,7,17,9,,"0",2,"",94301,"Palo Alto"
"8/17/2014",73,68,62,10,10,10,21,9,,"0",3,"",94301,"Palo Alto"
"8/18/2014",71,68,62,15,14,10,22,11,,"0",3,"",94301,"Palo Alto"
"8/19/2014",75,68,62,10,10,10,17,9,,"0",3,"",94301,"Palo Alto"
"8/20/2014",78,71,64,15,11,10,13,7,,"0",1,"",94301,"Palo Alto"
"8/21/2014",78,69,60,20,15,10,18,10,,"0",0,"",94301,"Palo Alto"
"8/22/2014",80,71,60,20,11,7,21,8,,"0",2,"",94301,"Palo Alto"
"8/23/2014",77,70,62,20,11,8,16,9,,"0",1,"",94301,"Palo Alto"
"8/24/2014",75,68,62,20,14,10,20,9,,"0",2,"",94301,"Palo Alto"
"8/25/2014",75,68,62,20,13,10,21,9,,"0",4,"",94301,"Palo Alto"
"8/26/2014",77,68,59,10,10,10,17,8,,"0",2,"",94301,"Palo Alto"
"8/27/2014",78,72,66,20,15,10,21,11,,"0",0,"",94301,"Palo Alto"
"8/28/2014",78,70,62,20,12,7,21,8,22,"0",2,"",94301,"Palo Alto"
"8/29/2014",77,70,64,20,13,7,20,9,,"0",7,"",94301,"Palo Alto"
"8/30/2014",80,70,59,10,10,10,23,6,23,"0",2,"",94301,"Palo Alto"
"8/31/2014",78,68,57,20,16,10,17,7,23,"0",0,"",94301,"Palo Alto"
"3/1/2014",67,60,53,10,10,10,25,10,33,"0.21",6,"Rain",94041,"Mountain View"
"3/2/2014",63,58,52,10,9,2,17,6,23,"0.03",5,"Rain",94041,"Mountain View"
"3/3/2014",63,56,49,10,10,9,20,5,29,"0.14",6,"Rain",94041,"Mountain View"
"3/4/2014",67,61,54,10,10,10,16,4,22,"0",3,"",94041,"Mountain View"
"3/5/2014",71,63,54,10,10,10,14,5,20,"T",5,"Rain",94041,"Mountain View"
"3/6/2014",66,60,53,10,10,9,15,5,18,"0.01",3,"Rain",94041,"Mountain View"
"3/7/2014",69,59,49,10,10,10,16,5,18,"0",0,"",94041,"Mountain View"
"3/8/2014",73,60,47,10,10,10,10,2,13,"0",0,"",94041,"Mountain View"
"3/9/2014",76,67,57,10,10,10,12,3,14,"0",0,"",94041,"Mountain View"
"3/10/2014",69,61,53,10,10,4,15,7,21,"0.01",2,"Rain",94041,"Mountain View"
"3/11/2014",71,62,52,10,10,10,22,10,29,"0",0,"",94041,"Mountain View"
"3/12/2014",77,67,56,10,10,10,20,9,29,"0",0,"",94041,"Mountain View"
"3/13/2014",78,63,48,10,10,10,17,3,,"0",0,"",94041,"Mountain View"
"3/14/2014",70,59,48,10,10,10,14,4,17,"0",0,"",94041,"Mountain View"
"3/15/2014",79,64,49,10,10,10,15,4,17,"0",0,"",94041,"Mountain View"
"3/16/2014",76,63,50,10,10,10,21,5,29,"0",0,"",94041,"Mountain View"
"3/17/2014",69,61,52,10,10,10,15,6,20,"0",3,"",94041,"Mountain View"
"3/18/2014",72,60,47,10,10,10,14,4,17,"0",0,"",94041,"Mountain View"
"3/19/2014",75,61,46,10,10,10,13,3,16,"0",0,"",94041,"Mountain View"
"3/20/2014",73,62,51,10,10,10,17,6,18,"0",0,"",94041,"Mountain View"
"3/21/2014",68,58,48,10,10,9,17,5,21,"0",0,"",94041,"Mountain View"
"3/22/2014",69,58,47,10,10,10,14,5,17,"0",1,"",94041,"Mountain View"
"3/23/2014",68,60,51,10,10,7,14,5,18,"0",3,"",94041,"Mountain View"
"3/24/2014",74,61,47,10,10,10,17,5,21,"0",0,"",94041,"Mountain View"
"3/25/2014",67,57,47,10,10,7,17,5,22,"0.01",3,"Rain",94041,"Mountain View"
"3/26/2014",63,58,53,10,9,4,15,6,20,"0.24",6,"Rain",94041,"Mountain View"
"3/27/2014",67,59,50,10,10,10,17,5,20,"T",5,"",94041,"Mountain View"
"3/28/2014",71,61,51,10,10,10,14,5,17,"0",4,"",94041,"Mountain View"
"3/29/2014",64,58,51,10,9,1,12,5,17,"0.28",6,"Rain",94041,"Mountain View"
"3/30/2014",63,56,49,10,10,10,16,6,22,"0.03",2,"",94041,"Mountain View"
"3/31/2014",57,51,45,10,8,2,18,7,25,"0.52",4,"Rain",94041,"Mountain View"
"4/1/2014",60,53,45,10,10,4,20,8,24,"0.36",5,"Rain",94041,"Mountain View"
"4/2/2014",61,53,45,10,10,10,14,6,18,"0.01",3,"Rain",94041,"Mountain View"
"4/3/2014",64,54,44,10,10,10,17,4,21,"0",1,"",94041,"Mountain View"
"4/4/2014",61,56,50,10,8,2,16,7,22,"0.21",7,"Rain",94041,"Mountain View"
"4/5/2014",66,58,50,10,10,10,21,6,24,"0",2,"",94041,"Mountain View"
"4/6/2014",77,62,47,10,10,10,14,4,16,"0",0,"",94041,"Mountain View"
"4/7/2014",81,67,53,10,10,10,12,3,15,"0",0,"",94041,"Mountain View"
"4/8/2014",82,70,58,10,10,10,15,4,18,"0",0,"",94041,"Mountain View"
"4/9/2014",70,63,55,10,10,10,14,5,17,"0",2,"",94041,"Mountain View"
"4/10/2014",76,65,54,10,9,7,14,4,17,"0",3,"",94041,"Mountain View"
"4/11/2014",66,61,55,10,10,9,15,6,17,"0",4,"",94041,"Mountain View"
"4/12/2014",68,61,54,10,10,10,18,6,23,"0",4,"",94041,"Mountain View"
"4/13/2014",72,64,55,10,10,10,21,5,24,"0",3,"",94041,"Mountain View"
"4/14/2014",72,63,54,10,10,9,15,5,21,"0",3,"",94041,"Mountain View"
"4/15/2014",68,61,54,10,10,9,20,6,22,"0",3,"",94041,"Mountain View"
"4/16/2014",77,64,51,10,10,9,20,7,24,"0",0,"",94041,"Mountain View"
"4/17/2014",70,62,53,10,10,9,24,7,28,"0",0,"",94041,"Mountain View"
"4/18/2014",69,61,52,10,10,9,21,7,24,"0",0,"",94041,"Mountain View"
"4/19/2014",69,60,50,10,10,10,23,6,25,"0",0,"",94041,"Mountain View"
"4/20/2014",80,66,51,10,10,10,18,5,23,"0",0,"",94041,"Mountain View"
"4/21/2014",71,61,51,10,10,10,21,6,25,"0",1,"",94041,"Mountain View"
"4/22/2014",65,58,51,10,10,9,21,10,26,"T",3,"Rain",94041,"Mountain View"
"4/23/2014",68,59,50,10,10,10,22,8,25,"0",0,"",94041,"Mountain View"
"4/24/2014",68,60,52,10,10,10,23,6,28,"T",1,"Rain",94041,"Mountain View"
"4/25/2014",60,56,51,10,9,5,16,7,23,"0.28",8,"Rain",94041,"Mountain View"
"4/26/2014",62,55,48,10,10,10,15,8,30,"0",2,"",94041,"Mountain View"
"4/27/2014",66,59,51,10,10,10,21,9,25,"T",4,"",94041,"Mountain View"
"4/28/2014",72,60,48,10,10,10,16,5,22,"0",0,"",94041,"Mountain View"
"4/29/2014",86,69,52,10,10,10,13,3,16,"0",0,"",94041,"Mountain View"
"4/30/2014",91,75,59,10,10,10,15,4,17,"0",0,"",94041,"Mountain View"
"5/1/2014",89,75,60,10,10,10,16,4,23,"0",0,"",94041,"Mountain View"
"5/2/2014",78,67,56,10,10,10,17,5,24,"0",0,"",94041,"Mountain View"
"5/3/2014",70,63,56,10,10,10,25,8,30,"0",3,"",94041,"Mountain View"
"5/4/2014",72,63,53,10,10,10,23,7,28,"0",1,"",94041,"Mountain View"
"5/5/2014",68,61,54,10,10,10,20,8,26,"0",2,"",94041,"Mountain View"
"5/6/2014",73,63,53,10,10,10,22,7,25,"0",0,"",94041,"Mountain View"
"5/7/2014",69,60,51,10,10,10,21,6,26,"0",1,"",94041,"Mountain View"
"5/8/2014",71,62,53,10,10,10,14,5,17,"0",6,"",94041,"Mountain View"
"5/9/2014",70,63,55,10,10,10,18,9,30,"T",5,"",94041,"Mountain View"
"5/10/2014",70,62,53,10,10,10,20,8,28,"0",0,"",94041,"Mountain View"
"5/11/2014",79,65,51,10,10,10,18,7,24,"0",0,"",94041,"Mountain View"
"5/12/2014",87,69,51,10,10,10,16,5,20,"0",0,"",94041,"Mountain View"
"5/13/2014",92,75,58,10,10,10,15,4,20,"0",0,"",94041,"Mountain View"
"5/14/2014",91,76,61,10,10,10,16,4,30,"0",0,"",94041,"Mountain View"
"5/15/2014",87,74,61,10,10,10,21,6,24,"0",0,"",94041,"Mountain View"
"5/16/2014",76,67,57,10,10,10,21,9,25,"0",0,"",94041,"Mountain View"
"5/17/2014",74,65,55,10,10,10,22,8,25,"0",0,"",94041,"Mountain View"
"5/18/2014",73,65,56,10,10,10,18,7,25,"0",2,"",94041,"Mountain View"
"5/19/2014",70,63,55,10,10,10,17,7,24,"T",3,"",94041,"Mountain View"
"5/20/2014",72,63,54,10,10,9,21,6,24,"T",2,"Rain",94041,"Mountain View"
"5/21/2014",75,65,55,10,10,10,23,7,26,"0",1,"",94041,"Mountain View"
